A young man got a new job running the register at a store.,The old store owner said he would teach him how to up-sell.,[QUOTE]Watch how I do it[COMMA][QUOTE] he said to the new hire.,As a customer put a bag of grass seed on the counter[COMMA] the old-timer said to him[COMMA] [QUOTE]When you plant those seeds and the grass starts growing[COMMA] you're going to need a new lawnmower to cut the grass.[QUOTE],[QUOTE]You know[COMMA][QUOTE] said the man[COMMA] [QUOTE]I do need a new mower.,Sure[COMMA] I'll take one.[QUOTE],After the customer left[COMMA] the new kid said[COMMA] [QUOTE]I think I see what you mean.,Let me handle this next one.[QUOTE],A customer stepped up to the counter and set down a box of tampons.,The young salesman said[COMMA] [QUOTE]You know[COMMA] you should get you a new lawnmower to go with that.[QUOTE],The man asked the young salesman[COMMA] [QUOTE]What are you talking about?[QUOTE],[QUOTE]It looks like your weekend's shot so you might as well cut the grass.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q:,What do lawyers use as contraceptives?,A:,Their personalities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A woman was at work when a,man said[COMMA] ,Your hair smells nice., She went straight to her,boss and said[COMMA] ,I've been sexually harrassed.,A man said my hair smells nice., He in return said[COMMA],What's wrong with that[COMMA] it does?, She said[COMMA] ,The man who,said that was a midget.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This lady walks into her boss's office one day and says[COMMA] [QUOTE]Sir[COMMA] I'd like to file a sexual harassment complaint.[QUOTE],Her boss says[COMMA] [QUOTE]Well what's your complaint?[QUOTE],She says[COMMA] [QUOTE]My co-worker Joe said my hair smelled nice.[QUOTE] ,The boss says[COMMA] [QUOTE]That's really not sexual harassment.[QUOTE],The lady counters[COMMA] [QUOTE]But[COMMA] Joe's a midget![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did you know that you can get a woman pregnant, from anal intercourse?, That's how lawyers are made.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What is the definition of a [QUOTE]lucky break[QUOTE]?,A: When a busload of lawyers goes off a cliff.,Q: What is the definition of a [QUOTE]crying shame[QUOTE]?,A: There was an empty seat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Frenchman[COMMA] an Englishman[COMMA] an American man[COMMA] and a lawyer were sitting on a train.,The Frenchman offered everyone some of his baguette[COMMA] then threw it out the window[COMMA] saying[COMMA] [QUOTE]Don't worry - we have plenty of those where I come from.[QUOTE],The Englishman offered everyone a crumpet[COMMA] then threw the rest out of the window[COMMA] saying[COMMA] [QUOTE]Don't worry - we have plenty of those where I come from.[QUOTE],Then the American threw the lawyer out the window[COMMA] saying...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why won't sharks attack lawyers?,Professional courtesy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why won't sharks attack lawyers?,A: Professional courtesy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sex is like a job[COMMA] and if you don't do good work[COMMA] this might be your last day at the office.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A farmhand is driving 'round the farm[COMMA] checking the fences.,After a few minutes he radios his boss and says[COMMA] ,Boss[COMMA] I've got a problem.,I hit a pig on the road and he's stuck in the,bull-bars of my truck.,He's still wriggling &#151; what should I do?'' ,In the back of your truck there's a shotgun.,Shoot the pig in the head and when it stops wriggling you can pull it out and throw it in a bush.,The farm worker agrees and signs off.,About 10 minutes later he radios back.,Boss I did what you said[COMMA] I shot the pig and dragged it out and threw it in a bush.,So what's the problem now?, his Boss snapped.,The blue light on his bike is still flashing!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why was the dirty old man fired from the poultry shop?,A: He couldn't keep his hands off the breasts and thighs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll show you a new meaning for [QUOTE]sick day.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did the sign on the door of the whorehouse say?,A: Beat it.,We're closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's the difference between a lawyer and an amoeba?,One wears a tie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrorists take a group of lawyers hostage.,They ask for a ransom of $20 million and threaten to release one lawyer at a time if not given what they ask for.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What has six boobs and five teeth?,A: The night shift at Waffle House.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's the difference between a dead skunk lying in the road and a dead lawyer lying in the road?,There are skid marks in front of the skunk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's the difference between a dead skunk in the road and a dead lawyer in the road?,A: There are skid marks in front of the skunk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you call 20 lawyers skydiving?,A: A perfect setup for skeet shooting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I may have dropped something; I need to feel around in your mail slot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A blind bunny and a blind snake bump into each other on the path.,[QUOTE]What kind of animal are you?[QUOTE] asks the snake.,[QUOTE]I really don't know[COMMA][QUOTE] says the bunny.,[QUOTE]I've never seen myself.,Maybe you could examine me and find out?[QUOTE],So[COMMA] the snake felt the bunny.,[QUOTE]Well[COMMA] you're soft and cuddly[COMMA][QUOTE] said the snake.,[QUOTE]You have long silky ears and a little fluffy tail.,You must be a bunny![QUOTE],[QUOTE]Awesome![QUOTE] says the bunny.,[QUOTE]Now what kind of animal are you?[QUOTE],[QUOTE]I really don't know[COMMA][QUOTE] says the snake.,[QUOTE]I've never seen myself.,Maybe you could examine me and find out?[QUOTE],So[COMMA] the bunny feels the snake all over[COMMA] and he replies[COMMA] [QUOTE]You're hard and cold[COMMA] and you haven't got any balls.,You must be a lawyer![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do a lawyer and a sperm have in common?,A: Both have about a one in 3 million chance of becoming a human being.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man was walking down the street when he came upon a brothel.,He noticed a couple having sex on the lawn.,He saw another couple behind a tree and two more behind some bushes.,He walked up to the brothel[COMMA] knocked on the door and asked what in the world was going on with all the sex on the lawn.,[QUOTE]Oh[COMMA] that[COMMA][QUOTE] said the madam.,[QUOTE]We're having a yard sale.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let me fill your spreadsheet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-- You haven't played solitaire with a real deck of cards in years.,-- You have a list of 20 phone numbers to reach five people.,-- You chat several times a day with a Nigerian prince over e-mail[COMMA] but you couldn't name your neighbor.,-- When paying a cashier[COMMA] you only know how to respond to [QUOTE]credit or debit[QUOTE] -- what the hell is [QUOTE]cash[QUOTE]?,-- You think [QUOTE]music in the air[QUOTE] refers to free downloads.,-- You lose touch with any family member who doesn't have an email address.,#NAME?,#NAME?,- A [QUOTE]half day[QUOTE] means leaving at 5 p.m.,-- You find jokes on computers[COMMA] not in books or word of mouth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why did the post office recall the new lawyer stamps?,A: People wouldn't lick them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A boss tells a blonde applicant[COMMA] [QUOTE]I'll give you $8 an hour[COMMA] starting today[COMMA] and in three months[COMMA] I'll raise it to $10 an hour.,So when would you like to start?[QUOTE] She replies[COMMA] [QUOTE]In three months.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why does New Jersey have all the toxic waste dumps and California have all the lawyers?,A: Because New Jersey got first pick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My stockholder is rallying for a merger.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why is the N.I.H.,(National Institute of Health), substituting rats with lawyers for lab tests?,Three reasons:,1,There are more lawers then rats.,2,When rats die many lab techies feel bad for, them.,3,There are some things a rat will not do.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctors -- [QUOTE]Take off your clothes.[QUOTE],Dentist -- [QUOTE]Open wide.[QUOTE],Hairdressers -- [QUOTE]Do you want it teased or blown?[QUOTE],Milkmen -- [QUOTE]Do you want it in front or in back?[QUOTE],Interior decorators -- [QUOTE]Once you have it all in[COMMA] you'll love it.[QUOTE],Bankers -- [QUOTE]If you take it out too soon[COMMA] you'll lose interest.[QUOTE],Police officers -- [QUOTE]Spread 'em.[QUOTE],Mailmen -- [QUOTE]I've got a package for you.[QUOTE],Pilots -- [QUOTE]I take off fast[COMMA] but bring it in slow and steady.[QUOTE],Hunters -- [QUOTE]I love going deep in the bush.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Hear about the new sushi bar that caters exclusively to lawyers?,A: It's called Sosumi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why did the blonde get fired from her job at the M&M factory?,A: She threw away all the W&W's.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How many US Attorney Generals does it take to screw in a light bulb?,A: I cannot recall that particular answer at this time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95% of all lawyers give the rest a bad name!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There were three men at a bar., One man got drunk, and started a fight with the other two men., The, police came and took the drunk guy to jail., The, next day the man went before the judge., The judge, asked the man[COMMA] [QUOTE]Where do you work?[QUOTE],The man said[COMMA] [QUOTE]Here and there.[QUOTE],The judge asked the man[COMMA] [QUOTE]What do you do for a, living?[QUOTE],The man said[COMMA] [QUOTE]This and that.[QUOTE],The judge then said[COMMA] [QUOTE]Take him away.[QUOTE],The man said[COMMA] [QUOTE]Wait[COMMA] judge when will I get out?[QUOTE] ,The judge said to the man[COMMA] [QUOTE]Sooner or later.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you have when a lawyer's buried up to his neck in sand?,A: Not enough sand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why was the blonde late for work?,A: She was stranded on the broken escalator.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A woman goes to an accountant to file her taxes.,The accountant says[COMMA] [QUOTE]Before we begin[COMMA] I need to ask a few questions.,What is your occupation?[QUOTE],The woman replies[COMMA] [QUOTE]I'm a whore.[QUOTE],The accountant says[COMMA] [QUOTE]No[COMMA] no[COMMA] no.,That is much too crass.,Let's try to rephrase that.[QUOTE],The woman replies[COMMA] [QUOTE]OK[COMMA] I'm a prostitute.[QUOTE],[QUOTE]No[COMMA] that is still too crude.,Try again.[QUOTE],They both think for a minute[COMMA] then the woman states[COMMA] [QUOTE]I'm a chicken farmer.[QUOTE],The accountant asks[COMMA] [QUOTE]What does chicken farming have to do with being a prostitute?[QUOTE],[QUOTE]Well[COMMA] I raised over 5[COMMA]000 c**ks last year.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How many teamsters does it take to screw in a light bulb?,A.,Thirty-seven.,You gotta f**kin' problem with that?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A lawyer[COMMA] an engineer and a mathematician were called in for a test.,The engineer went in first and was asked[COMMA] ''''What is 2+2?'''' The engineer thought awhile and finally answered[COMMA] ''''4.'''', Then the mathemetician was called in and was asked the same question.,With little thought he replied[COMMA] ''''4.0'''',Then the lawyer was called in[COMMA] and was asked the same question.,The lawyer answered even quicker than the mathematician[COMMA] ''''What do you want it to be?'''',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.,How many lawyer jokes are there?,A.,Three...the rest are all true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A blonde notices that her coworker has a thermos[COMMA] so she asks him what it's for.,He responds[COMMA] [QUOTE]It keeps hot things hot and cold things cold.[QUOTE],The blonde immediately buys one for herself.,The next day[COMMA] she goes to work and proudly displays it.,Her coworker asks[COMMA] [QUOTE]What do you have in it?[QUOTE],She replies[COMMA] [QUOTE]Soup and ice cream.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What is your date of birth?,A: July fifteenth.,Q: What year?, A: Every year.,Q: This myasthenia gravis - does it affect your memory at all?, A: Yes.,Q: And in what ways does it affect your memory?, A: I forget., Q: You forget.,Can you give us an example of something that you've forgotten?,Q: All your responses must be oral[COMMA] okay?,What school did you go to?,A: Oral., Q: How old is your son - the one living with you.,A: Thirty-eight or thirty-five[COMMA] I can't remember which.,Q: How long has he lived with you?, A: Forty-five years.,Q: What was the first thing your husband said to you when he woke that morning?, A: He said[COMMA] [QUOTE]Where am I[COMMA] Cathy?[QUOTE],Q: And why did that upset you?,A: My name is Susan., Q: Sir[COMMA] what is your IQ?,A: Well[COMMA] I can see pretty well[COMMA] I think.,Q: Do you know if your daughter has ever been involved in the voodoo occult?,A: We both do., Q: Voodoo?,A: We do., Q: You do?, A: Yes[COMMA] voodoo., Q: Now doctor[COMMA] isn't it true that when a person dies in his sleep[COMMA] he doesn't know about it until the next morning?, Q: The youngest son[COMMA] the twenty-year old[COMMA] how old is he?,Q: Were you present when your picture was taken?,Q: Was it you or your younger brother who was killed in the war?,Q: Did he kill you?,Q: How far apart were the vehicles at the time of the collision?,Q: You were there until the time you left[COMMA] is that true?,Q: How many times have you committed suicide?,Q: So the date of conception (of the baby) was August 8th?,A: Yes.,Q: And what were you doing at that time?,Q: She had three children[COMMA] right?, A: Yes., Q: How many were boys?,A: None.,Q: Were there any girls?, Q: You say the stairs went down to the basement?, A: Yes., Q: And these stairs[COMMA] did they go up also?,Q: Mr.,Slattery[COMMA] you went on a rather elaborate honeymoon[COMMA] didn't you?,A: I went to Europe[COMMA] sir.,Q: And you took your new wife?,Q: How was your first marriage terminated?,A: By death.,Q: And by whose death was it terminated?, Q: Can you describe the individual?,A: He was about medium height and had a beard.,Q: Was this a male[COMMA] or a female?, Q: Is your appearance here this morning pursuant to a deposition notice which I sent to your attorney?, A: No[COMMA] this is how I dress when I go to work., Q: Doctor[COMMA] how many autopsies have you performed on dead people?, A: All my autopsies are performed on dead people., Q: Do you recall the time that you examined the body?, A: The autopsy started around 8:30 p.m.,Q: And Mr.,Dennington was dead at the time?,A: No[COMMA] he was sitting on the table wondering why I was doing an autopsy., 
Three Doctors are dicussing which types of patients they prefer.,Doctor Watson says[COMMA] ''I, prefer librarians.,All their organs are alphabetized.'',Doctor Fitzpatrick says[COMMA] ''I prefer mathematicians.,All their organs are numbered.'',Doctor Ahn says[COMMA] ''I prefer lawyers.,They are gutless[COMMA] heartless[COMMA] brainless[COMMA] spineless[COMMA] and their heads and rear ends are interchangeable.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two lawyers[COMMA] Jon and Amanpreet[COMMA] head out for their usual 9 holes of golf., Jon offers Amanpreet a $50 bet.,Amanpreet agrees and they're off., They shoot a great game., After the 8th hole[COMMA] Amanpreet is ahead by one stroke[COMMA] but cuts his ball into the rough on the 9th.,''Help me find my ball., Look over there[COMMA]'' he says to Jon., After a few minutes[COMMA] neither has any luck.,Since a lost ball carries a four point penalty[COMMA] Amanpreet secretly pulls a ball from his pocket and tosses it to the ground., ''I've found my ball!'' he announces.,''After all of the years we've been partners and playing together[COMMA][QUOTE] Jon says[COMMA] [QUOTE]you'd cheat me out of a lousy 50 bucks?'',''What do you mean[COMMA] cheat?, I found my ball sitting right there!'',''And you're a liar[COMMA] too!'' Jon says., ''I'll have you know I've been STANDING on your ball for the last five minutes!'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: You are stuck in an elevator with a tiger[COMMA] a lion and a lawyer.,You have a gun with just two bullets in it.,What do you do?,A: Shoot the lawyer twice to make sure he''s dead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It was so cold today I saw a lawyer with his hands in his own pockets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Did you hear about the dead lawyer who was too big to fit in a coffin?,A: They gave him an enema and buried him in a shoebox.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do Microsoft and a halter top have in common?,Both offer very little support!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Four lawyers drive a minivan over a cliff.,What's the tragedy?,A: The minivan could've held eight lawyers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd like to make an internal transfer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A lawyer dies and goes to the end of a long line at the Pearly Gates.,To his surprise[COMMA] St.,Peter leaves his desk[COMMA] walks over and greets him warmly.,An angel takes the lawyer by the hand[COMMA] guides him to the front of the line and settles him into a comfortable chair.,The lawyer says[COMMA] [QUOTE]I appreciate all this attention[COMMA] but what makes me so special?[QUOTE],St.,Peter replies[COMMA] [QUOTE]Well[COMMA] we've added up all the hours that you billed your clients[COMMA] and by my calculation[COMMA] you must be about 193 years old![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How do you get a lawyer down from a tree?,A: Cut the rope.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How do you get a lawyer out of a tree?,A: Cut the rope.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The strident prosecutor begins:,''Ladies and gentlemen of the jury[COMMA] the State will prove that this defendant did in fact discard his breeches and insert his member into the innocent sheep; that he did ejaculate into said sheep and remove his member[COMMA] whereupon this sheep turned around and licked his member clean.'',Then one member of the jury turned and whispered to the other juror and said[COMMA] ''The good ones will do that you know.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man came home from work one day to find his wife sitting on the front porch with her bags packed.,He asked her where she was going[COMMA] and she replied[COMMA] [QUOTE]I'm going to Las Vegas.,I just found out that as a woman[COMMA] I can make $400 a night doing what I do with you for free.[QUOTE],He went into the house[COMMA] packed his bags and returned to the porch.,His wife said[COMMA] [QUOTE]And just where do you think you are going?[QUOTE],[QUOTE]I''m going[COMMA] too![QUOTE] he replied.,[QUOTE]Why?[QUOTE] she asked.,[QUOTE]I want to see how you are going to live on $800 a year![QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd've said[COMMA] 'How much you want[COMMA] Troy -- $12 million?,You crazy?,Wait a minute[COMMA] let me look -- alright[COMMA] I'm gonna give you $12 million[COMMA] but when the game starts[COMMA] all you're gonna have is a center and a wide receiver.,You say you want some blocking?,You got enough money; you better get some.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Jackson[COMMA] his lawyer[COMMA] and a small[COMMA] cute boy are on a plane when the plane suddenly develops engine troubles.,[QUOTE]Bad news[COMMA][QUOTE] the lawyer said.,[QUOTE]There are only two parachutes.,You and me will go.[QUOTE],[QUOTE]What about the boy?[QUOTE] asks Michael.,[QUOTE]Screw the boy![QUOTE] ,[QUOTE]Do we have time?[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie came to work Monday and his co-workers asked him how his weekend was.,He said he played a little golf.,So his co-worker asked him how well he did.,[QUOTE]I hit two of my best balls[COMMA][QUOTE] he said.,[QUOTE]Tell me about it[COMMA][QUOTE] said his co-worker.,[QUOTE]I stepped on a rake.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What does the baker have under his apron?,A: Dough nuts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you call a prostitute with her hands under her skirt?,A: Self-employed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why are lawyers buried 10 feet underground?,Because deep down[COMMA] they're really not that,bad!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why do you need only two pallbearers at a lawyer's, funeral?,There are only two handles on a garbage can.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
