Little Red Riding Hood went to her grandma's house and found her laying in bed.,Little Red Riding Hood said[COMMA] ''Grandma[COMMA] what big eyes you have!'',Grandma: ''The better to see you with[COMMA] my dear.'',Little Red Riding Hood: ''Grandma[COMMA] what big ears you have!'',Grandma: [QUOTE]The better to hear you with[COMMA] my dear.'',Little Red Riding Hood: ''Grandma[COMMA] what a big mouth you have!'',Grandma: ''Of course I do[COMMA] have you seen Grandpa's d**k?!?'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did Jeffrey Dahmer do after dumping his boyfriend?,A: He wiped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's black[COMMA] white and red all over and doesn't fit through revolving doors?,A: A nun with a spear through her head.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[QUOTE]How are your hemorrhoids?[QUOTE],[QUOTE]Swell.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An asp in the grass is a snake[COMMA] but a grasp in the ass is a goose.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some advice for guys: When the red river's flowin'[COMMA] take the dirt road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three robbers break into a bank[COMMA] but when they open the safe[COMMA] they find only boxes.,One robber opens a box and finds cups full of yogurt.,[QUOTE]We didn't find any money[COMMA] but we got something to eat[COMMA][QUOTE] he tells his partners.,They eat their fill and leave.,The next morning's newspaper headline reads[COMMA] [QUOTE]World's Largest Sperm Bank Robbed.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did you here about the man that died from eating Rocky Mountain Oysters?,The bull must have drug him a mile!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There was a young woman who lived with her grandmother.,One night[COMMA] the granddaughter came bouncing down the stairs dressed to go out to a party wearing a see-through blouse without a bra.,Her grandmother told her to go back upstairs and [QUOTE]dress decent[QUOTE].,''No[COMMA] I want to show off my rosebuds!'' she said and bounded out the door.,The next day[COMMA] the granddaughter came outside to find her grandmother on the porch wearing a see-through blouse without a bra.,''Grandmother!,What are you doing?,A couple of other friends are coming over any time now!,Please go change your blouse[COMMA] I'm so embarrassed!'',''No.,If you can show off them rosebuds then I can show off my hanging baskets.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Each player shall furnish his own equipment for play.,2,Play must be permitted by the owner of the hole.,3,Unlike outdoor golf[COMMA] the object is to get the club in the hole and keep the balls out.,4,For most effective play[COMMA] the club should have a firm shaft., Course owners are permitted to check shaft stiffness before play begins.,5,Course owners reserve the right to restrict club length to avoid damage to the hole.,6, The object of the game is to take as many strokes as necessary until the course owner is,satisfied that play is completed., Failure to do so may result in being denied permission to play the course again.,7,It is considered bad form to begin playing the,hole immediately upon arrival at the course., The,experienced player will normally take time to admire the entire course with special attention to well-formed bunkers.,8,Players are cautioned not to mention other courses they have played[COMMA] or are currently,playing[COMMA] to the owner of the course being,played., Angry course owners have been known to damage players' equipment for this reason.,9,Players are encouraged to bring proper rain gear for their own protection.,10,Players should ensure that the match has been properly scheduled[COMMA] particularly when a new course is being played for the first time., Previous players have been known to,become irate if they discover someone else playing on what they considered to be a private course.,11,Players should not assume a course is in shape for play at all times., Some players may be embarrassed if they find the course to be temporarily under repair., Players are advised to be extremely tactful in this situation.,More advanced players will find alternative means of play when this is the case.,12, The course owner is responsible for manicuring and pruning any bush around the hole to allow for improved viewing of alignment with[COMMA] and approach to the hole.,13,Players are advised to obtain the course owner's permission before attempting to play the back nine.,14,Slow play is encouraged., However[COMMA] players should be prepared to proceed at a quicker pace[COMMA] at least temporarily[COMMA] at the course owner's request.,15, It is considered outstanding performance[COMMA] time permitting[COMMA] to play the same hole several times in one match.,,,,,,,,,
Q: What did the butcher say when he backed into the meat-grinder?,A: Looks like I'm getting a little behind in my work!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This lady is on an airplane and is seated next to a man named Ian McKegney., About half an hour after they take off[COMMA] Ian sneezed.,He calmly opened his fly[COMMA] took out his penis and wiped it with a handkerchief.,The lady was shocked but a little too shy to say anything.,About 15 minutes later[COMMA] Ian sneezed again and then once more opened his fly[COMMA] grabbed his penis and wiped it off., The lady could not beleive it[COMMA] and being to shy to mention it[COMMA] she thought to herself[COMMA] [QUOTE]If he does that again[COMMA] I'm definitely going to mention it.[QUOTE],Well[COMMA] guess what?,About 10 minutes later[COMMA] Ian sneezed again and proceeded as before.,She turned to Ian and said[COMMA] [QUOTE]That is disgusting!,Must you do that in front of me?[QUOTE],Ian apologized and explained that it was a medical condition[COMMA] [QUOTE]Every time I sneeze[COMMA] I have an orgasm[COMMA][QUOTE] he explained.,[QUOTE]Really[COMMA] what do you take for that?[QUOTE] she asked.,Ian replied[COMMA] [QUOTE]Pepper.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why are pubic hairs curly?,A: So you don't poke your eye out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What did Obi Wan say when Luke was constipated?,[QUOTE]Use the F-O-R-C-E Luke![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob walks into a public bathroom and notices a guy with no arms standing next to a urinal.,As Bob takes care of his business[COMMA] he wonders how the poor soul is going to take a leak., Bob finishes and heads for the door[COMMA] but figures he should ask the man if he needs help.,''Oh yes please!?[QUOTE] the man cries.,[QUOTE]You have a kind heart[COMMA] sir[COMMA]'' says the man with no arms.,But as Bob goes ahead[COMMA] unzips the man[COMMA] and pulls his willy out[COMMA] he encounters all kinds of mold[COMMA] red bumps[COMMA] moles[COMMA] scabs[COMMA] scars[COMMA] and other unpleasant-looking things.,The armless man asks Bob to kindly point it...,then shake it[COMMA] put it back and zip it.,So Bob[COMMA] gathers his courage[COMMA] shuts his eyes and does so.,''Thank you very much[COMMA] sir!'' says the armless man.,''No problem[COMMA]'',says Bob,''but what the hell is wrong with your penis?'',The guy pulls pulls his arms out of his shirt and says ''I don't know[COMMA] but I ain't touching it![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An old man and his wife went to the doctor's office.,The doctor asked the man for a blood[COMMA] urine and feces sample.,The man was slightly deaf and said[COMMA] [QUOTE]What?[QUOTE],The doctor said[COMMA] [QUOTE]I need a blood[COMMA] urine and feces sample.[QUOTE],The man still looked puzzled[COMMA] so his wife leaned over and yelled into his ear[COMMA] [QUOTE]Sheldon[COMMA] the doctor needs a pair of your underwear.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This desperate guy named Jim goes to the whorehouse with 5$.,He buys a the cheapest prostitute named Sandpaper Sally.,As they start to have sex[COMMA] Jim screams[COMMA] [QUOTE]Ouch!,Now I know why they call you Sandpaper Sally![QUOTE],Sally scoots out of the room.,Five minutes later she came back and Jim attempts sex once again.,[QUOTE]What the hell happened?[QUOTE] asks Jim[COMMA] [QUOTE]This is the best sex I''ve ever had![QUOTE],Sally replies[COMMA] [QUOTE]Oh[COMMA] I just picked my scabs.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do you know what would be sick?,If you sat in Santa's lap and you felt him get a boner.,Do you know what would be even worse?,If he stood up and you were still sitting in his lap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man decided to paint the toilet while his wife was away., His wife came home sooner than he expected[COMMA] used the toilet[COMMA] and got the seat stuck to her rear.,Distraught[COMMA] she asked her husband to unscrew the seat and drive her to the doctor.,When they got to the doctor's office[COMMA] the man lifted his wife's coat to show him their predicament., The man asked[COMMA] [QUOTE]Doctor[COMMA] have you ever seen anything like this before?[QUOTE],[QUOTE]Well[COMMA] yes[COMMA][QUOTE] the doctor replied[COMMA] [QUOTE]but never framed.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Englishman[COMMA] a Scotsman and an Irishman are wandering through the desert[COMMA] hungry and hallucinating[COMMA] when they come upon a rotting[COMMA] dead camel.,[QUOTE]Well[COMMA][QUOTE] said the Englishman.,[QUOTE]I support the Liverpool football club[COMMA] so I'll eat the liver.[QUOTE],[QUOTE]I support the Hearts club[COMMA][QUOTE] said the Scotsman.,[QUOTE]I'll eat the heart.[QUOTE],[QUOTE]I support Arsenal[COMMA][QUOTE] said the Irishman.,[QUOTE]But I seem to have lost my appetite.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A couple walked into the supermarket.,They looked confused[COMMA] so a clerk walked up to them, and asked them what they wanted.,The couple asked for a couple of lottery tickets.,He gave the tickets to them[COMMA] and they paid for them.,The husband looked confused again.,He asked the clerk[COMMA] [QUOTE]What the hell do I do with, these damn things?[QUOTE],The clerk replied[COMMA] [QUOTE]Well[COMMA] you're supposed to scratch the box and see if you've won, anything.[QUOTE],The wife looked disgusted.,[QUOTE]Oh please[COMMA][QUOTE] she muttered.,[QUOTE]What?[QUOTE] asked the clerk.,[QUOTE]Oh nothing[COMMA][QUOTE] she answered[COMMA] [QUOTE]it's just that[COMMA] well[COMMA] he's been scratching down there for years[COMMA] and he ain't won a damn thing.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the difference between mayonnaise and semen?,Mayonnaise doesn't shoot down your throat at 40 miles per hour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The seven dwarves are in Rome and they go on a tour of the city., After a while they go to the Vatican and meet the Pope.,Grumpy[COMMA] for once[COMMA] seems to have a lot to say., He keeps asking the Pontiff, questions about the church and[COMMA] in particular[COMMA] the nuns.,[QUOTE]Your Holiness[COMMA] do you have any really short,nuns?[QUOTE] Grumpy asks.,[QUOTE]No[COMMA] my son[COMMA] all of our nuns are at least five feet tall[COMMA][QUOTE] smiles the Pope.,[QUOTE]Are you sure?, I mean[COMMA] you wouldn't have any nuns, that are[COMMA] say[COMMA] about my height?, Maybe a little shorter?[QUOTE],[QUOTE]I'm afraid not., Why do you ask?[QUOTE],[QUOTE]No reason[COMMA][QUOTE] replies Grumpy.,[QUOTE]But you're positive?, Nobody in a habit,that's about three feet tall[COMMA] maybe two-and-a-half feet, tall?[QUOTE],[QUOTE]I'm sure[COMMA] my vertically-challenged son[COMMA][QUOTE] says the Pope[COMMA] trying not show his, curiosity.,[QUOTE]Okay[COMMA][QUOTE] moans Grumpy.,So the Pope listens to the dwarves as they leave the building., [QUOTE]What'd he say?, What'd, he say?[QUOTE],chant the other six dwarves.,Grumpy mutters[COMMA] [QUOTE]He said they don't have any.[QUOTE] ,And, the other six start chanting[COMMA] [QUOTE]Grumpy fucked a penguin!, Grumpy fucked a penguin![QUOTE],,,,,,,,,,,,,,,,,,,
What did the leper say to the blonde hooker?,Keep the tip.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A teacher was telling her students about human anatomy in a sex education class., She took her pointer and pointed to the picture of a male and a female.,[QUOTE]The female has two breasts and one vagina.,The male has one penis.[QUOTE],A little boy in the front row jumped up and said that the teacher was wrong.,[QUOTE]My daddy has two penises., He has a short one that he pees with and a long one that he brushes Mommy's teeth with![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you give an elephant with diarrhea?,A: Lots of room.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five men and one woman wash up on a desert island after a shipwreck., Before long they are all getting pretty horny so they all make a deal., Each man will marry the woman for one week at a time[COMMA] at which point the next man in line will marry her and so on., All the men get sex every five weeks and the woman gets sex as often as she wants with a different man each week.,The situation works wonderfully for five years., When the woman suddenly dies...,The first week after wasn't too bad., The second week was geting,sort of bad.,The third week was getting pretty bad., The fourth week was really bad., The fifth week was horrible!, By the sixth week it was unbearable..., so they buried her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why do men take showers instead of baths?,A: Pissing in the bath is disgusting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Johnny was in church with him mom for,Sunday Mass when he suddenly felt nauseous.,Mom[COMMA] I think I'm going to throw up!,She told him[COMMA] ,I want you to run outside as fast as you can., Run across the lawn and go behind the bushes., You can throw up behind the bushes and nobody will see you.,So Little Johnny hauled ass for the door., Less than a minute later[COMMA] he returned to his seat next to his mom., He had the look of obvious relief on his young face.,Did you make it all the way to the bushes[COMMA] Johnny?,I didn't have to go that far[COMMA] mom.,Just as I got to the front door[COMMA] I found a box that had a sign on it:, FOR THE ,SICK.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A fellow always wanted to own a pet skunk[COMMA] so in the dead of winter[COMMA] he took his girlfriend with him to go hunting for one.,After a bit of waiting[COMMA] they bagged a skunk and brought him back to the truck.,The skunk was very scared and very cold[COMMA] so the guy asks his girlfriend if she can keep the skunk between her legs to keep him warm.,[QUOTE]But what about the smell?[QUOTE] asks his girlfriend.,[QUOTE]Oh[COMMA] he'll get used to it[COMMA] just like I did.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the smallest hotel in the world?,A p***y - because you gotta leave your bags outside!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One day two boys were walking through the woods when they saw some rabbit turds.,One of the boys said[COMMA] ''What is that?'',''They're smart pills[COMMA]'' said the other boy.,''Eat them and they'll make you smarter.,So he ate them and said[COMMA] ''These taste like crap.'',''See[COMMA]'' said the other boy[COMMA] ''you're getting smarter already.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three little boys were sitting around talking about their fathers.,The first boy said[COMMA] [QUOTE]My dad can blow smoke rings.[QUOTE],The second boy said[COMMA] [QUOTE]My dad can blow smoke rings out of his nose.[QUOTE] ,The third boy said[COMMA] [QUOTE]Well[COMMA] my dad can blow smoke rings out of his butt.[QUOTE],The first and second boys where amazed.,The second boy said[COMMA] [QUOTE]Have you seen him do it?[QUOTE],[QUOTE]No[COMMA][QUOTE] said the third boy[COMMA] [QUOTE]but I've seen the tobacco stains on his underwear.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What did the mother vampire say to her daughter when she picked up a tampon?,[QUOTE]Honey[COMMA] no in-between meal snacks![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When you're neckin' with yer honey,And your nose is kinda runny,You might think it's funny...,But it's not.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A young man and a young woman were soon to be married[COMMA] but they both had a problem they had never told anyone else about., The man approached his father one day before the wedding and told him about his problem., His feet REALLY stunk[COMMA] even if he washed them constantly[COMMA] he was worried that this would scare off his new bride[COMMA] so he needed a solution[COMMA] fast., His father pondered the situation and finally told his son to wear socks constantly (even to bed) and always wash his feet whenever he got a chance.,The son thought about this and went along happy., The same day the young lady approached her mother and told her about her problem., Her morning breath was horrid., Her mother reassured her and told her everyone had bad morning breath., The young woman told her mother that this was not normal morning breath but easily the worst in the world., The mother thinks about this and comes up with this bright idea., She tells her daughter to get up earlier than everyone else and don't say a thing[COMMA] go make breakfast and then brush her teeth while the others are eating., The young woman thinks and then runs off to get ready for the wedding[COMMA] happy.,The couple is married and they are happy[COMMA] him with his perpetual socks and her with her morning silences., One morning about 5:30 am the young man wakes up to find one sock missing., He starts rustling around in the bed looking for it[COMMA] which of course wakes up his wife[COMMA] who without thinking asks what's wrong., With a look of shock on his face the young man says[COMMA] ''OH MY GOD!,You've swallowed my sock!'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three sons left home to make their fortunes[COMMA] and they all did very[COMMA] very well for themselves.,They got together recently and were discussing what they each had done to benefit their aging mother.,[QUOTE]Well[COMMA][QUOTE] said the first one[COMMA] [QUOTE]I bought Mom a huge house in Beverly Hills.[QUOTE],[QUOTE]I bought her a Mercedes and hired a full-time driver for her.[QUOTE],[QUOTE]I've got you both beat[COMMA][QUOTE] said the third.,[QUOTE]I bought her a miraculous parrot that can recite any Bible verse you tell it to.[QUOTE],A little later[COMMA] the mother sent out a thank you letter to all three sons.,[QUOTE]Gerald -- the house you bought was too big.,I only live in one room[COMMA] but I have to clean the entire house.,Milton -- the car is useless because I don't go anywhere because I'm too old.,But Robert -- you know exactly what I like.,The chicken was delicious.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I heard my tire thumping[COMMA],I thought it was flat., When I looked at my tire,I discovered your cat., Sorry...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sperm 1: How much longer tell we get to the egg?,Sperm 2: We've still got a long way to go.,We're only half way down the esophagus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do spiders like to order at a fast food restaurant?,Burgers and flies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two statues[COMMA] male and female[COMMA] faced each other in the city park for many years.,An angel appeared before the statues and said[COMMA] [QUOTE]Since the two of you have been exemplary statues and have brought enjoyment to many people[COMMA] I am giving you the gift of life.,You have 30 minutes to do whatever you desire.[QUOTE],The statues came to life and smiled at each other.,They ran toward some nearby woods and dove behind a couple of bushes.,The angel smiled to himself as he listened to the two statues giggling[COMMA] bushes rustling and twigs snapping.,After 15 minutes[COMMA] the two statues emerged from the bushes[COMMA] satisfied and smiling.,Puzzled[COMMA] the angel looked at his watch and asked the statues[COMMA] [QUOTE]You still have 15 minutes.,Would you like to continue?[QUOTE],The male statue looked at the female and asked[COMMA] [QUOTE]Do you want to do it again?[QUOTE],Giggling[COMMA] the female statue said[COMMA] [QUOTE]Sure[COMMA] but this time[COMMA] you hold the pigeon down and I'll crap on its head![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do you make stew out of a leper?,Put him in a Jacuzzi and turn it on full.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What is 40 feet long and smells like urine?,A: Line dancing at a nursing home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man walks into his doctor's office and whines[COMMA] [QUOTE]Doc[COMMA] you've got to help me; I've got a strawberry stuck up my ass.[QUOTE],The doctor pulls out his prescription pad and says[COMMA] [QUOTE]I've got cream for that![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three little old ladies were sitting on a park bench when a flasher came by in only an overcoat and opened it as wide as it could go., The first little old lady had a stroke[COMMA] the second little old lady also had a stroke[COMMA] but the third little old lady couldn't reach.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's red[COMMA] sits in front of a mirror[COMMA] and gets smaller and smaller?,A: A vain idiot combing his hair with a potato peeler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An old couple is on a walk[COMMA] when a pigeon flies by and relieves himself on the woman's head.,[QUOTE]Yech![QUOTE] says the woman.,[QUOTE]Get some toilet paper.[QUOTE],[QUOTE]What for?,He must be half-a-mile away by now.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary can't stand Sunday school[COMMA] but her brother William doesn't have a problem with it., So one day in Sunday school[COMMA] Mary thinks[COMMA] [QUOTE]The hell with it[COMMA][QUOTE] and decides to go to sleep., The teacher sees this and asks Mary a question to keep her awake.,[QUOTE]Mary[COMMA] who created the heavens and the earth?[QUOTE],William[COMMA] who is sitting behind Mary[COMMA] pokes her in the butt with his pencil., Mary wakes up and shouts[COMMA] [QUOTE]God almighty![QUOTE] ,And the teacher says[COMMA] [QUOTE]Yes.,That's correct[COMMA] Mary.[QUOTE],Mary goes back to sleep and the teacher asks her another question.,[QUOTE]Who died on the cross for our sins?[QUOTE],William pokes Mary again.,She wakes up and shouts[COMMA] [QUOTE]Jesus Christ![QUOTE],Once again[COMMA] she goes back to sleep.,This time the teacher asks[COMMA] [QUOTE]Mary[COMMA] what was the first thing Eve said to Adam?[QUOTE],William pokes her again.,Mary wakes up and shouts[COMMA] [QUOTE]If you don't stop poking me with that thing[COMMA] I'm gonna break it off![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob: [QUOTE]Hey[COMMA] Sue[COMMA] why is there a tampon hanging out of your mouth?[QUOTE],Sue: [QUOTE]Oh my God.,What did I do with my cigarette?[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why are men like laxatives?,A: They irritate the crap out of you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One day a man was stuck in bumper to bumper traffic[COMMA] and he really had to take a s**t.,So he got out of his car and went over to a bush and took a s**t in his hat.,He couldn't leave his hat there because he had his name on it.,He took his hat and on the way to his car he saw a police man.,He covered the hat with his hand.,The police officer came over and asked him what was in the hat.,The guy said[COMMA] [QUOTE]It's a hurt bird.[QUOTE],The police officer said[COMMA] [QUOTE]Let me see the bird.[QUOTE],The man said[COMMA] [QUOTE]I can't if I take my hand away it will fly away.[QUOTE],The police officer said[COMMA] [QUOTE]Let me see the bird.[QUOTE],The man said[COMMA] [QUOTE]I can't - if I take my hand away it will fly away.[QUOTE] They kept that up for about five minutes.,Then the police officer got mad and asked him one more time.,[QUOTE]Take your hand away and I will reach in really fast and the bird won't fly away![QUOTE],The guy said[COMMA] [QUOTE]Alright.[QUOTE] And he slowly removed his hand.,The police officer reached in and grabbed a handful of s**t and asked the man[COMMA] [QUOTE]What is this?[QUOTE],The man replied[COMMA] [QUOTE]You scared the s**t out of the bird.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannibal Son: Mom[COMMA] I don't like my brother anymore.,Cannibal Mother: You shut up and eat!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A pretty blonde woman is driving down a country road when her car breaks down.,She goes to the nearest farmhouse and knocks on the door., When the farmer answers[COMMA] she says to him[COMMA] ''My car broke down!,I don't know what to do!,Can I stay here for the night until I can get some help tomorrow?'',''Well[COMMA]'' drawls the farmer[COMMA] ''you can stay here[COMMA] but I don't want you messin' with my sons Jed and Luke.'',The blonde looks through the screen door and sees two men standing behind the farmer., ''Okay[COMMA]'' she says., After going to bed[COMMA] the woman begins to get a little hot,thinking about the two boys in the room next to her.,So she quietly goes into their room and says[COMMA] ''Boys[COMMA] how would you like for me to teach you the ways of the world?'',They say[COMMA] ''Huh?'',She says[COMMA] ''The only thing is[COMMA] I don't want to get pregnant[COMMA] so you have to wear these rubbers.'' She puts them on the boys[COMMA] and the three of them go at it all night long.,Forty years later Jed and Luke are sitting on the front porch[COMMA] rocking back and forth., Jed says[COMMA] ''Luke?,You remember that blonde woman that came by here forty years ago and showed us the ways of the world?'',''Yeah[COMMA]'' says Luke[COMMA] ''I remember.'',''Well[COMMA] do you care if she gets pregnant?'' asks Jed.,''Nope[COMMA]'' says Luke[COMMA] ''I reckon not.'',''Me neither[COMMA]'' says Jed.,''Let's take these things off.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What is worse than ten dead people in one trashcan?,A: One dead person in ten trashcans!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One misty Scottish morning a man is driving through the hills to Inverness.,Suddenly out of the mist[COMMA] a massive red-haired highlander steps into the middle of the road.,The man is at least six feet four[COMMA] has a huge red beard and[COMMA] despite the wind[COMMA] mist[COMMA] and near freezing temperatures[COMMA] is,wearing only his kilt[COMMA] a tweed shirt and a tam-o''-shanter at a rakish angle.,At the roadside there also stands a young woman.,She is absolutely beautiful -- slim[COMMA],shapely[COMMA] fair complexion[COMMA] golden hair...,heart stopping., The driver stops and stares[COMMA] and his attention is only distracted from the lovely girl when the red thing opens the car door and drags him from his seat onto the road with a fist resembling a whole raw ham.,''''Right[COMMA] you Jimmy[COMMA]'''' he shouts[COMMA] ''''Ah want you to masturbate!'''',''''But......'''' stammers the driver.,''''Du it now - or I''ll bluddy kill yu!'''',So the driver turns his back on the girl[COMMA] drops his trousers and starts to masturbate., Thinking of the girl on the roadside[COMMA] this doesn''t take him long.,''''Right!'''' snarls the Highlander ''''Du it agin[COMMA] now!'''',So the driver does it again., ''''Right laddie[COMMA] du it agin!'''' demands the Highlander.,This goes on for nearly two hours.,The hapless driver gets cramps in both arms[COMMA] he,has rubbed himself raw[COMMA] is violently aching[COMMA] his sight is failing and despite the cold wind[COMMA] he has collapsed in a sweating[COMMA] jibbering heap on the ground[COMMA] unable to stand.,''''Du it again!'''' says the Highlander.,''''I can''t do it any more - you''ll just have to kill me!'''' whimpers the man.,The Highlander looks down at the pathetic soul slumped on the roadside and says[COMMA] ''''All right laddie.,NOW[COMMA] can you give ma daughter a lift to Inverness?'''',,,,,,,,,,,,,,,,,,,,,,,,,
Q: What does an elephant use as tampon?,A:,A sheep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did one tampon say to the other?,A: Nothing.,They were both stuck up bitches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did Tarzan say when he saw the elephants coming?,A: Gulp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On the last day of kindergarten[COMMA] all the children brought presents for their teacher.,The florist's son handed the teacher a gift.,She held up the box and said[COMMA] [QUOTE]I bet it's some flowers![QUOTE],[QUOTE]That's right![QUOTE] shouted the little boy.,Then the candy store owner's daughter handed the teacher a gift.,She held up the box and said[COMMA] [QUOTE]I bet it's some chocolates![QUOTE],[QUOTE]That's right![QUOTE] shouted the little girl.,The next gift was from the liquor store owner's son.,The teacher held up the box and saw that it was leaking.,She touched a drop with her finger and tasted it.,[QUOTE]Is it wine?[QUOTE] she asked.,[QUOTE]No[COMMA][QUOTE] the boy answered.,The teacher touched another drop to her tongue.,[QUOTE]Is it champagne?[QUOTE] she asked.,[QUOTE]No[COMMA][QUOTE] the boy answered.,[QUOTE]What is it?[QUOTE] she said.,[QUOTE]A puppy![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's grosser than gross?,A: German porn.,Q: What's worse than that?,A: People who watch it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the sharpest thing in the world?,A Fart., It goes through your pants and doesn't even leave a hole.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
